1.331537790621529282e+01,1.180987021114365376e+00
1.304639552886232678e+01,1.185471275950632730e+00
1.304137484072541042e+01,3.231749404555195326e-01
1.370557345456959197e+01,8.953187773805169059e-01
1.335838566917495562e+01,4.367538912045105803e-01
1.339631768614267138e+01,1.165499340478861612e+00
1.382528368123467999e+01,7.319574697454918066e-01
1.292607083614662322e+01,1.201164744744154689e+00
1.381258404306341347e+01,6.431123561107483511e-01
1.389453022165721663e+01,7.409086159850630793e-01
1.248689935984174326e+01,1.145892048835149168e+00
1.291075631797565215e+01,1.168636502120868670e+00
1.317768920482564887e+01,1.132356569975042859e+00
1.155172260800397055e+01,1.787347138010062508e-01
1.276501705351150839e+01,1.210241811703122394e+00
1.108926853432097026e+01,1.693382331673655372e+00
1.308720095977350617e+01,1.201260616978490958e+00
1.363410873370302490e+01,6.663341483958458156e-01
1.410571795746581181e+01,7.404273887000254462e-01
1.317254070037900071e+01,1.111713113547349252e+00
1.406190342315306196e+01,6.274441210968770832e-01
1.363484130727748500e+01,3.719446587182986264e-01
1.330725281713477415e+01,5.555988825657394159e-01
1.079868738776367465e+01,1.732072644299099906e+00
1.321738295226737669e+01,1.212933485601949357e+00
1.412586118920973455e+01,6.912632426342391057e-01
1.293783669926101965e+01,1.176182285662143556e+00
1.303888156333304060e+01,1.127957646025629757e+00
1.304490393980706742e+01,1.116194115758837313e+00
1.240605155341512322e+01,1.223950622109427400e+00
1.416690783460739489e+01,5.890580035785166757e-01
1.240549251743628290e+01,1.237495155163806260e+00
1.344386301208411183e+01,1.168435540889490198e+00
1.317342334347853949e+01,1.183816624458685851e+00
1.299417334843322358e+01,1.165058324766562237e+00
1.120422826417172679e+01,1.573284411143767159e+00
1.112930765889365858e+01,1.644628306262797324e+00
1.394742541758853704e+01,6.897567054737052672e-01
1.400539705285145864e+01,7.626746155239541025e-01
1.403375718549872886e+01,6.749177857426627014e-01
1.398535600883653096e+01,7.262085719377466830e-01
1.372836654200670914e+01,6.809494657573385012e-01
1.405676226051968314e+01,7.724223160122605236e-01
1.372325910608747179e+01,6.777393935062132613e-01
1.316825351972615898e+01,1.064011310680426092e+00
1.036699636375693956e+01,2.190931428560709548e-01
1.393055636876544590e+01,6.685612996699976662e-01
1.384304994274162759e+01,7.147540510918997114e-01
1.398499400383133917e+01,7.200244575708154571e-01
1.247044145204045762e+01,4.776718128793735474e-01
1.359093246074439953e+01,5.403564331692560785e-01
1.380030721307060304e+01,8.247815534252538328e-01
1.344071194102896527e+01,6.434913524002308094e-01
1.269944337545057067e+01,1.054108581849950710e+00
1.410941964135266069e+01,6.324678591572681086e-01
1.308156694883684423e+01,1.155650800926675714e+00
1.384594533083548029e+01,3.747084325220271239e-01
1.343874987850076153e+01,3.836285969950559149e-01
1.276620961265439114e+01,4.134340811982202268e-01
1.225473989666468810e+01,1.298646996924301078e+00
1.125829168127665625e+01,1.641836811584081346e+00
1.373713038334313197e+01,6.240475987553768533e-01
1.308238452719666789e+01,1.201477268766549145e+00
1.185928656532862746e+01,1.124773095365981135e+00
1.297873500023722571e+01,1.192948087847877758e+00
1.378246754562482934e+01,6.754728660479649704e-01
1.335570918455040612e+01,1.175789689855463394e+00
1.403844963721357786e+01,8.276103684228495183e-01
1.234546193001151337e+01,1.362133219880611534e+00
1.389416237997660097e+01,6.238109954424349013e-01
1.295904697118986526e+01,1.082823003315995791e+00
1.281988674251910787e+01,1.336838050172451275e+00
1.369289843822676822e+01,8.075898345177936477e-01
1.319669552792787215e+01,1.205831809835476776e+00
1.265199999999999925e+01,1.350901846759500202e+00
1.323723011865447674e+01,1.203349508300167514e+00
1.241854338583538464e+01,1.350512388305730838e+00
1.324542074541636794e+01,1.163108056427894610e+00
1.287738673824280689e+01,1.119243954965726928e+00
1.403430808471882152e+01,6.563594135273689290e-01
1.303361797795860255e+01,1.161850458429183774e+00
1.295224209362795520e+01,7.010053616563567402e-01
1.298916984608795389e+01,1.156672905018041320e+00
1.242112837804862480e+01,1.277567177792004571e+00
1.295680990708036795e+01,6.742751822533623596e-01
1.343785312067467430e+01,1.130504627029583986e+00
1.305532509060404855e+01,1.219646290550871370e+00
1.071539162236602571e+01,1.796901984446774847e+00
1.181004372406828828e+01,3.704839873613270385e-01
1.370251101846507780e+01,6.978807056695863764e-01
1.401132969152821772e+01,7.073683978080502754e-01
1.216410029455123620e+01,1.385743268414186602e+00
1.314878439822380329e+01,1.303678133073193024e+00
1.354281241612273412e+01,6.161430529690701263e-01
1.232721224024443885e+01,1.175261661012999781e+00
1.316858597648257323e+01,1.189802684489903228e+00
1.269065014606767150e+01,2.767122483856159221e-01
1.410592885442076394e+01,6.684791149112250253e-01
1.267448479480839829e+01,1.372609206437877205e+00
1.278715511497900792e+01,7.836139995065956043e-01
1.392750430843740617e+01,3.752616645455901789e-01
1.300187010548536826e+01,3.494841827321106820e-01
1.296548114090662374e+01,1.295452976069535467e+00
1.297417202500636968e+01,1.235440093905875614e+00
1.354039727102802360e+01,6.633432277138684441e-01
1.200929077066373019e+01,1.499217983585964475e+00
1.297843029600315745e+01,3.834547311634217692e-01
1.285515533937439159e+01,1.084434906317003566e+00
1.399414639501478419e+01,7.155206920308163632e-01
1.312667092575563643e+01,1.143677512384975614e+00
1.253128437198527756e+01,4.503250905824902617e-01
1.405985251899660682e+01,7.206536803451299988e-01
1.389360211849900395e+01,7.172654910701510289e-01
1.299857007896384609e+01,1.223976291204932565e+00
1.381867978422935650e+01,3.117526300670903083e-01
1.282027568753054858e+01,8.079242013440204317e-01
1.390211207337285870e+01,7.200153053430504713e-01
1.151518031745479043e+01,1.566414413634820590e+00
1.300459317695712613e+01,6.594076095890937239e-01
1.316886340092549013e+01,1.195660138036069853e+00
1.324024106089570907e+01,1.178181514557833154e+00
1.333673490332732747e+01,1.099209902052248111e+00
